Electrotherm (India) Ltd.,https://www.moneycontrol.com/india/stockpricequote/engineering/electrothermindia/EI02,Iron & Steel,6,3,2,0,44
Elegant Floriculture and Agrotech (India) Ltd.,https://www.moneycontrol.com/india/stockpricequote/elegantflori/elegantfloricultureagrotechindia/EFA,Miscellaneous,5,6,2,0,31
Elegant Marble and Granite Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/elegantmarblegraniteindustries/EMG,Ceramics/Marble/Granite/Sanitaryware,13,2,1,0,73
Elgi Equipments Ltd.,https://www.moneycontrol.com/india/stockpricequote/compressors/elgiequipments/EE01,Compressors / Pumps,10,2,0,0,81
Elgi Rubber Company Ltd.,https://www.moneycontrol.com/india/stockpricequote/tyres/elgirubbercompany/ERC01,Rubber  Products,6,1,1,0,38
Elin Electronics Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/elinelectronics/EE07,Miscellaneous,3,2,1,0,50
Elixir Capital Ltd.,https://www.moneycontrol.com/india/stockpricequote/financegeneral/elixircapital/ACM03,Finance - Investment,4,4,3,0,60
Elnet Technologies Ltd.,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/elnettechnologies/ET03,IT Services & Consulting,7,4,3,0,67
Elpro International Ltd.,https://www.moneycontrol.com/india/stockpricequote/electricequipment/elprointernational/EI03,Electric Equipment,8,1,2,0,50
EMA India Ltd.,https://www.moneycontrol.com/india/stockpricequote/emaindia/emaindia/EMA,Textile - Machinery,1,6,1,0,27
Emami Ltd.,https://www.moneycontrol.com/india/stockpricequote/personalcare/emami/E06,Household & Personal Products,7,3,5,0,69
Emami Paper Mills Ltd.,https://www.moneycontrol.com/india/stockpricequote/paper/emamipapermills/EPM01,Paper & Forest Products,5,5,2,0,63
Emami Realty  Ltd.,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/emamirealty/EI23,Construction - Residential & Commercial Complexes,5,11,2,0,41
Embassy Office Parks REIT Ltd.,https://www.moneycontrol.com/india/stockpricequote/constructionrealestate/embassyofficeparksreit/EOP,Construction - Real Estate,3,2,2,0,47
Emco Ltd.,https://www.moneycontrol.com/india/stockpricequote/electricequipment/emco/E05,Electric Equipment - Transformers,1,4,3,2,42
Emerald Finance Ltd.,https://www.moneycontrol.com/india/stockpricequote/emeraldfinance/emeraldfinance/ELF05,Finance Term Lending,6,2,0,0,63
Emerald Leisures Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/emeraldleisures/AA04,Leisure Services,1,4,3,0,50
Emergent Industrial Solutions Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/emergentindustrialsolutions/STL02,Trading,5,3,0,0,50
Emkay Global Financial Services Ltd.,https://www.moneycontrol.com/india/stockpricequote/financegeneral/emkayglobalfinancialservices/EGF,Finance - Stock Broking,4,7,3,0,50
Emkay Taps and Cutting Tools Ltd.,https://www.moneycontrol.com/india/stockpricequote/engineering/emkaytapscuttingtools/ETC02,Engineering - Industrial Equipments,6,3,0,0,91
Emmbi Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/packaging/emmbiindustries/EP09,Packaging Materials-Containers & Packaging,7,6,1,0,56
Emmessar Biotech And Nutrition Ltd.,https://www.moneycontrol.com/india/stockpricequote/chemicals/emmessarbiotechandnutrition/EBA,Pharmaceuticals & Drugs,4,10,1,0,56
Emmsons International Ltd.,https://www.moneycontrol.com/india/stockpricequote/trading/emmsonsinternational/EIL03,Trading,2,2,2,0,40
Empire Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/empireindustries/EI04,Glass & Glass Products,11,1,1,0,75
Empower India Ltd.,https://www.moneycontrol.com/india/stockpricequote/trading/empowerindia/EI18,Trading,15,0,4,0,53
Enbee Trade & Finance Ltd.,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/enbeetradefinance/ETF,Finance - NBFC,5,2,1,0,63
Enchante Jewellery Ltd.,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/enchantejewellery/EJ,NA,1,2,0,1,67
Encode Packaging India Ltd.,https://www.moneycontrol.com/india/stockpricequote/financegeneral/encodepackagingindia/SSB,Printing & Publishing,2,2,2,0,31
Endurance Technologies Ltd.,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/endurancetechnologies/ET01,Auto Ancillaries - Others,10,5,1,0,75
Energy Development Company Ltd.,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/energydevelopmentcompany/EDC,Power Generation/Distribution,5,5,2,0,44
Engineers India Ltd.,https://www.moneycontrol.com/india/stockpricequote/engineersindia/engineersindia/EI14,Engineering,7,3,3,0,63
Enkei Wheels (India) Ltd.,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/enkeiwheelsindia/EWI,Auto Ancillaries,8,2,3,0,47
Entertainment Network India Ltd.,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/entertainmentnetworkindia/ENI,TV Broadcasting & Software Production,11,3,2,0,69
Enterprises International Ltd.,https://www.moneycontrol.com/india/stockpricequote/trading/enterprisesinternational/EI05,Textiles & Apparel,4,8,0,0,47
Envair Electrodyne Ltd.,https://www.moneycontrol.com/india/stockpricequote/electricequipment/envairelectrodyne/EE04,Engineering - Industrial Equipments,11,2,2,0,53
Eon Electric Ltd.,https://www.moneycontrol.com/india/stockpricequote/electricequipment/eonelectric/IAF,Cables,1,13,2,0,50
EP Biocomposites Ltd.,https://www.moneycontrol.com/india/stockpricequote/plasticproductsothers/epbiocomposites/EB,Plastic Products - Others,3,5,0,0,60
EPIC Energy Ltd.,https://www.moneycontrol.com/india/stockpricequote/epicenergy/epicenergy/EPI,Finance - NBFC,8,2,3,0,40
Epigral Ltd.,https://www.moneycontrol.com/india/stockpricequote/epigral/epigral/MF23,Speciality Chemicals,8,6,1,0,75
EPL Ltd.,https://www.moneycontrol.com/india/stockpricequote/packaging/epl/EP11,Packaging Materials-Plastic Products,7,5,2,0,75
Epsom Properties Ltd.,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/epsomproperties/EP13,Construction - Residential & Commercial Complexes,3,2,1,0,33
Equippp Social Impact Technologies Ltd.,https://www.moneycontrol.com/india/stockpricequote/equippp/equipppsocialimpacttechnologies/NT02,IT Services & Consulting,4,4,1,0,60
Equitas Small Finance Bank Ltd.,https://www.moneycontrol.com/india/stockpricequote/bankprivate/equitassmallfinancebank/ESF,Bank - Private,8,3,3,0,53
Equitas Holdings Ltd.,https://www.moneycontrol.com/india/stockpricequote/financegeneral/equitasholdings/EH03,Finance - Investment,6,2,0,0,40
Eris Lifesciences Ltd.,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/erislifesciences/EL01,Pharmaceuticals & Drugs,3,6,3,0,56
Eros International Media Ltd.,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/erosinternationalmedia/EIM,"Film Production, Distribution & Entertainment",2,6,2,0,31
ERP Soft Systems Ltd.,https://www.moneycontrol.com/india/stockpricequote/erpsoftsystem/erpsoftsystems/ERP,IT Services & Consulting,3,3,0,0,53
Esaar (India) Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/esaarindia/EIL02,Finance - NBFC,3,7,4,0,56
Esab India Ltd.,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/esabindia/EI06,Electrodes & Welding Equipment,17,1,2,0,94
Escorp Asset Management Ltd.,https://www.moneycontrol.com/india/stockpricequote/financegeneral/escorpassetmanagement/EAM,Finance - Investment,5,0,2,0,82
Escorts Kubota Ltd.,https://www.moneycontrol.com/india/stockpricequote/escortskubota/escortskubota/E,Automobile - Tractors,11,4,2,0,75
Essen Speciality Films Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/essenspecialityfilms/ESF01,Miscellaneous,5,1,0,0,71
Esha Media Research Ltd.,https://www.moneycontrol.com/india/stockpricequote/printingstationery/eshamediaresearch/LD,"Film Production, Distribution & Entertainment",4,5,1,0,38
Eskay Knit Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/eskayknit/EK01,Textiles & Apparel,5,10,2,1,25
Espire Hospitality Ltd.,https://www.moneycontrol.com/india/stockpricequote/espirehospital/espirehospitality/UHD,Construction - Residential & Commercial Complexes,11,2,1,0,69
Essar Securities Ltd.,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/essarsecurities/ES9,Finance - Investment,4,6,3,0,31
Essar Shipping Ltd.,https://www.moneycontrol.com/india/stockpricequote/shipping/essarshipping/ES10,Shipping,7,3,2,0,63
Esteem Bio Organic Food Processing Ltd.,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/esteembioorganicfoodprocessing/EBO,Food Processing,4,4,0,0,64
Ester Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/packaging/esterindustries/EI20,Packaging - Films,2,11,0,0,56
Ethos Ltd.,https://www.moneycontrol.com/india/stockpricequote/watchesaccessories/ethos/E12,Watches & Accessories,11,0,2,0,75
ETT Ltd.,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/ett/ETT,Construction - Real Estate,3,6,0,0,40
Eureka Forbes Ltd.,https://www.moneycontrol.com/india/stockpricequote/eurekaforbes/eurekaforbes/EF03,Household & Personal Products,12,2,0,0,53
Eureka Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/eurekaind/eurekaindustries/EI08,Textiles,1,6,2,0,13
Euro India Fresh Foods Ltd.,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/euroindiafreshfoods/EIF,Consumer Food,4,1,0,0,44
Euro Leder Fashion Ltd.,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/eurolederfashion/ELF04,Leather,9,2,0,0,44
Euro Panel Products Ltd.,https://www.moneycontrol.com/india/stockpricequote/aluminiumaluminiumproducts/europanelproducts/EPP,Aluminium & Aluminium Products,2,2,1,0,60
Eurotex Industries and Exports Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/eurotexindustriesexports/EIE,Textiles & Apparel,4,5,2,0,50
Evans Electric Ltd.,https://www.moneycontrol.com/india/stockpricequote/evanselectric/evanselectric/EE06,Electric Equipment,10,0,2,0,82
Eveready Industries India Ltd.,https://www.moneycontrol.com/india/stockpricequote/drycells/evereadyindustriesindia/EII02,Batteries,5,4,3,0,44
Everest Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/everestindustries/EI19,Cement,9,7,1,0,69
Everest Kanto Cylinder Ltd.,https://www.moneycontrol.com/india/stockpricequote/packaging/everestkantocylinder/EKC,Engineering - Industrial Equipments,5,6,2,0,75
Everest Organics Ltd.,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/everestorganics/EO02,Pharmaceuticals & Drugs,3,8,1,0,50
EVERLON FINANCIALS Ltd.,https://www.moneycontrol.com/india/stockpricequote/everfin/everlonfinancials/ES05,Textiles & Apparel,4,1,5,0,60
Evergreen Textiles Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/evergreentextiles/PK,Textiles - Spinning - Synthetic Blended,2,3,1,0,40
Evexia Lifecare Ltd.,https://www.moneycontrol.com/india/stockpricequote/chemicals/evexialifecare/JHP,Vegetable Oils & Products,2,7,2,0,41
Evoq Remedies Ltd.,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/evoqremedies/ER02,Pharmaceuticals & Drugs,5,0,1,0,90
Excel Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/chemicals/excelindustries/EI10,Pesticides & Agrochemicals,4,5,1,0,50
Excel Realty N Infra Ltd.,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/excelrealtyninfra/EI07,BPO/ITeS,7,3,2,0,44
Exhicon Events Media Solutions Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/exhiconeventsmediasolutions/EEM,Miscellaneous,4,0,2,0,91
Exide Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/exideindustries/EI,Batteries,9,3,2,0,75
Expleo Solutions Ltd.,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/expleosolutions/TGS01,IT Services & Consulting,6,4,0,0,88
Explicit Finance Ltd.,https://www.moneycontrol.com/india/stockpricequote/explicitfinance/explicitfinance/EF08,Finance - Investment,3,2,0,1,40
Expo Gas Containers Ltd.,https://www.moneycontrol.com/india/stockpricequote/engineering/expogascontainers/EGC,Infrastructure,3,3,2,0,29
Exxaro Tiles Ltd.,https://www.moneycontrol.com/india/stockpricequote/ceramicsmarblegranitesanitaryware/exxarotiles/ET02,Ceramics/Marble/Granite/Sanitaryware,4,6,1,0,62
EYANTRA VENTURES Ltd.,https://www.moneycontrol.com/india/stockpricequote/eyantraventure/eyantraventures/PCL,Diamond  &  Jewellery,6,2,2,0,80
F Mec International Financial Services Ltd.,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/fmecinternationalfinancialservices/FMI01,Finance - Investments,13,0,1,0,67
Fabino Life Sciences Ltd.,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticalsdrugs/fabinolifesciences/FLS,Pharmaceuticals & Drugs,3,6,0,0,55
Facor Alloys Ltd.,https://www.moneycontrol.com/india/stockpricequote/miningminerals/facoralloys/FA,Ferro Manganese,6,4,2,0,50
Fairchem Organics Ltd.,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/fairchemorganics/FO01,Speciality Chemicals,7,6,1,0,69
Family Care Hospitals Ltd.,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/familycarehospitals/PO01,Packaging - Packaging Materials,7,3,5,0,75
Faze Three Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/fazethree/FTE,Textiles,8,3,0,0,88
Faze Three Autofab Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/fazethreeautofab/AFT02,Textiles,4,8,0,0,63
FCS Software Solutions Ltd.,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/fcssoftwaresolutions/FCS,IT Services & Consulting,12,1,3,0,50
FDC Ltd.,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/fdc/FDC,Pharmaceuticals & Drugs,8,4,1,0,75
Federal Bank Ltd.,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/federalbank/FB,Bank - Private,9,4,4,0,35
Federal-Mogul Goetze Ltd.,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/federalmogulgoetze/FMG,Auto Ancillaries - Pistons,14,2,1,0,81
Felix Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/felixindustries/FI20,Renewables,6,2,2,0,73
Fermenta Biotech Ltd.,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/fermentabiotech/DIL03,Pharmaceuticals & Drugs,4,8,3,0,50
Fertilisers and Chemicals Travancore Ltd.,https://www.moneycontrol.com/india/stockpricequote/fertilisers/fertiliserschemicalstravancore/FCT,Fertilizers,7,7,3,0,75
Fervent Synergies Ltd.,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ferventsynergies/FPS,Pharmaceuticals & Drugs,8,1,0,0,53
FGP Ltd.,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/fgp/FGP,Finance - NBFC,4,3,4,0,31
Fiberweb India Ltd.,https://www.moneycontrol.com/india/stockpricequote/plastics/fiberwebindia/PVD,Textiles,4,9,3,0,44
Fidel Softech Ltd.,https://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/fidelsoftech/FS09,IT Services & Consulting,8,3,1,0,79
FIEM Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/fiemindustries/FIE,Auto Ancillaries - Head lamps & lights,12,1,1,0,81
Filatex Fashions Ltd.,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/filatexfashions/FF08,Textiles & Apparel,9,3,1,0,56
Filatex India Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesmanmade/filatexindia/FI06,Textiles & Apparel,4,5,1,0,75
Filtra Consultants and Engineers Ltd.,https://www.moneycontrol.com/india/stockpricequote/engineering/filtraconsultantsengineers/FCE,Electric Equipment,8,0,1,0,91
Fine Organics Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/fineorganicsindustries/FOI,Pesticides & Agrochemicals,9,5,3,0,81
Fine-line Circuits Ltd.,https://www.moneycontrol.com/india/stockpricequote/electricals/finelinecircuits/FC,Electronics - Components,4,7,3,0,44
Fineotex Chemical Ltd.,https://www.moneycontrol.com/india/stockpricequote/fineotexchem/fineotexchemical/FC02,Speciality Chemicals,12,1,1,0,88
Finkurve Financial Services Ltd.,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/finkurvefinancialservices/SL02,Finance - NBFC,4,5,1,0,63
Fino Payments Bank Ltd.,https://www.moneycontrol.com/india/stockpricequote/finopayments/finopaymentsbank/FPB,Finance - Others,8,2,1,0,71
Finolex Cables Ltd.,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/finolexcables/FC01,Cables,6,2,3,0,63
Finolex Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/finolexindustries/FI,Plastics - Tubes/Pipes/Hoses & Fittings,5,7,2,0,75
First Custodian Fund (India) Ltd.,https://www.moneycontrol.com/india/stockpricequote/firstcustodian/firstcustodianfundindia/FCF,Finance - Stock Broking,5,6,1,0,60
FIRST FINTEC Ltd.,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/firstfintec/FT03,Software,8,2,1,0,47
Firstsource Solutions Ltd.,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/firstsourcesolutions/FS07,BPO/ITeS,8,3,1,0,63
Fischer Inorganic and Aro Ltd.,https://www.moneycontrol.com/india/stockpricequote/chemicals/fischerinorganicaro/FIA,Commodity Chemicals,0,3,1,0,23
Five X Tradecom Ltd.,https://www.moneycontrol.com/india/stockpricequote/financegeneral/fivextradecom/FXF,Finance - Stock Broking,0,8,1,0,17
Five-Star Business Finance Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/fivestarbusinessfinance/FBF,Miscellaneous,7,1,1,0,71
Flex Foods Ltd.,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/flexfoods/FF03,Consumer Food,3,12,2,0,35
Flexituff Ventures International  Ltd.,https://www.moneycontrol.com/india/stockpricequote/packaging/flexituffventuresinternational/FI08,Textiles & Apparel,2,12,2,0,25
Flomic Global Logistics Ltd.,https://www.moneycontrol.com/india/stockpricequote/flomicglobal/flomicgloballogistics/VTC01,Logistics,3,7,1,0,60
Flora Corporation Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/floracorporation/FC08,Aquaculture,9,2,1,0,53
Fluidomat Ltd.,https://www.moneycontrol.com/india/stockpricequote/engineering/fluidomat/F02,Engineering - Industrial Equipments,11,2,2,0,75
Foce India Ltd.,https://www.moneycontrol.com/india/stockpricequote/retailing/foceindia/FI21,Retailing,5,2,2,0,70
Focus Business Solution Ltd.,https://www.moneycontrol.com/india/stockpricequote/itservicesconsulting/focusbusinesssolution/FBS,IT Services & Consulting,10,0,1,0,80
Focus Industrial Resources Ltd.,https://www.moneycontrol.com/india/stockpricequote/financegeneral/focusindustrialresources/FIR,Finance - NBFC,3,4,1,0,67
Focus Lighting & Fixtures Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/focuslightingfixtures/FLF03,Electric Equipment,14,1,3,0,69
Focus Suits Solutions & Services Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/focussuitssolutionsservicesltd/FSS01,IT Services & Consulting,3,2,1,0,64
Fomento Resorts and Hotels Ltd.,https://www.moneycontrol.com/india/stockpricequote/hotels/fomentoresortshotels/FRH,"Hotel, Resort & Restaurants",4,9,4,3,35
Fone4 Communications India Ltd.,https://www.moneycontrol.com/india/stockpricequote/onlineservices/fone4communicationsindia/FCI02,Online Services,2,2,0,0,50
Foods and Inns Ltd.,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/foodsinns/FI10,Consumer Food,10,2,2,0,75
Forbes Gokak Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/forbesgokak/FG,Engineering - Industrial Equipments,7,6,2,0,38
Force Motors Ltd.,https://www.moneycontrol.com/india/stockpricequote/autolcvshcvs/forcemotors/FM01,Automobile - Trucks/LCVs,14,2,2,0,63
Fortis Healthcare  Ltd.,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/fortishealthcare/FH,Hospital & Healthcare Services,10,3,2,1,56
Fortis Malar Hospitals Ltd.,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/fortismalarhospitals/MH01,Hospital & Healthcare Services,5,6,1,0,44
Fortune International Ltd.,https://www.moneycontrol.com/india/stockpricequote/trading/fortuneinternational/FI11,Trading,5,3,1,0,71
Foseco India Ltd.,https://www.moneycontrol.com/india/stockpricequote/chemicals/fosecoindia/FI12,Speciality Chemicals,15,1,0,0,81
Foundry Fuel Products Ltd.,https://www.moneycontrol.com/india/stockpricequote/miningminerals/foundryfuelproducts/FFP,Coal,2,2,2,0,40
Fourth Generation Information Systems Ltd.,https://www.moneycontrol.com/india/stockpricequote/fourthgeninfo/fourthgenerationinformationsystems/FGI,IT Services & Consulting,0,5,1,0,21
Franklin Industries Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/franklinindustries/MPP01,Construction - Real Estate,10,0,3,0,54
Franklin Leasing and Finance Ltd.,https://www.moneycontrol.com/india/stockpricequote/financegeneral/franklinleasingfinance/FLF02,Finance - NBFC,2,2,0,0,31
Fraser and Company Ltd.,https://www.moneycontrol.com/india/stockpricequote/trading/frasercompany/FC07,Trading,4,5,0,1,44
Fredun Pharmaceuticals Ltd.,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/fredunpharmaceuticalslimited/FPL01,Pharmaceuticals & Drugs,9,2,1,0,50
Freshtrop Fruits Ltd.,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/freshtropfruits/FF05,Consumer Food,9,1,4,0,87
Frog Cellsat Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/frogcellsat/FC09,Miscellaneous,3,3,0,0,79
Frontier Capital Ltd.,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/frontiercapital/FLF,Finance - Leasing & Hire Purchase,3,4,1,0,40
Frontier Springs Ltd.,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/frontiersprings/FS02,Auto Ancillaries,4,7,3,0,69
Frontline Securities Ltd.,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/frontlinesecurities/FS08,Finance - Investment,4,5,3,1,-1%
Frontline Business Solutions Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/frontlinebusinesssolutions/FBS01,BPO/ITeS,3,6,1,0,19
Frontline Transport Ltd.,https://www.moneycontrol.com/india/stockpricequote/frontlinetrans/frontlinetransport/FTL01,Logistics,9,4,2,0,69
Fruition Venture Ltd.,https://www.moneycontrol.com/india/stockpricequote/trading/fruitionventure/FV,Finance - Stock Broking,5,0,2,0,80
FSN E-Commerce Ventures Nykaa Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/fsnecommerceventuresnykaa/FEV,Online Services,5,6,2,0,44
Fundviser Capital (india) Ltd.,https://www.moneycontrol.com/india/stockpricequote/dyespigments/fundvisercapitalindia/BC,Dyes & Pigments,6,4,3,0,50
Funny Software Ltd.,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/funnysoftware/FS,Software,3,9,1,2,40
Fusion Micro Finance Ltd.,https://www.moneycontrol.com/india/stockpricequote/financeothers/fusionmicrofinance/FMF,Finance - Others,9,0,2,0,69
Future Consumer  Ltd.,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/futureconsumer/FVI,Consumer Food,7,3,4,0,50
Future Enterprises Ltd.,https://www.moneycontrol.com/india/stockpricequote/retail/futureenterprises/PR03,Retailing,2,13,3,0,12
Future Enterprises DVR Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/futureenterprisesdvr/FELDV57000,Retailing,0,0,1,0,100
Future Lifestyle Fashions Ltd.,https://www.moneycontrol.com/india/stockpricequote/retail/futurelifestylefashions/FLF01,Textiles & Apparel,3,10,1,0,25
Future Market Networks Ltd.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/futuremarketnetworks/AD04,Retailing,7,7,3,0,41
Future Retail Ltd.,https://www.moneycontrol.com/india/stockpricequote/retail/futureretail/FR,Retailing,5,12,2,0,29
Future Supply Chain Solutions Ltd.,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/futuresupplychainsolutions/FSC,Ground Freight & Logistics Services,2,6,1,0,31
Futuristic Securities Ltd.,https://www.moneycontrol.com/india/stockpricequote/futuristicsec/futuristicsecurities/FS03,Finance - NBFC,2,8,3,0,31
Futuristic Solutions Ltd.,https://www.moneycontrol.com/india/stockpricequote/financegeneral/futuristicsolutions/FS9,Finance - NBFC,4,2,1,0,67
G G Engineering Ltd.,https://www.moneycontrol.com/india/stockpricequote/engineering/ggengineering/E10,Electric Equipment,6,4,0,0,53
G K P Printing & Packaging Ltd.,https://www.moneycontrol.com/india/stockpricequote/packaging/gkpprintingpackaging/PP29,Containers & Packaging,5,6,1,0,64
G R Infraprojects Ltd.,https://www.moneycontrol.com/india/stockpricequote/constructioninfrastructure/grinfraprojects/I09,Construction - Infrastructure,5,5,2,0,75
G-Tech Info-Training Ltd.,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/gtechinfotraining/GS11,IT Services & Consulting,7,1,0,0,33
Gabriel India Ltd.,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/gabrielindia/GI02,Auto Ancillaries - Shock absorbers,15,2,3,0,81
GACM Technologies Ltd.,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/gacmtechnologies/BS11,Finance - Stock Broking,6,3,1,0,50
Gaekwar Mills Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/gaekwarmills/GML,Textiles - Composite Mills,2,3,1,0,36
Gagan Gases Ltd.,https://www.moneycontrol.com/india/stockpricequote/chemicals/gagangases/GG,Gas Distribution,11,5,4,0,69
Gagan Polycot India Ltd.,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/gaganpolycotindia/GPI01,Trading,2,5,1,0,33
GAIL India Ltd.,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/gailindia/GAI,Gas Distribution,6,8,2,0,56
Gajanan Securities Services Ltd.,https://www.moneycontrol.com/india/stockpricequote/financegeneral/gajanansecuritiesservices/GSS,Finance - General,3,3,3,0,47
Gajra Bevel Gears Ltd.,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/gajrabevelgears/GBG,Auto Ancillaries - Gears,4,2,4,0,33
Gala Global Products Ltd.,https://www.moneycontrol.com/india/stockpricequote/printingstationery/galaglobalproductsltd/GPC,Printing & Stationery,2,15,2,0,53
Galactico Corporate Services Ltd.,https://www.moneycontrol.com/india/stockpricequote/galacticocorp/galacticocorporateservices/GCS,Finance - Others,6,3,3,0,79
Galada Finance Ltd.,https://www.moneycontrol.com/india/stockpricequote/financegeneral/galadafinance/GF15,Finance - NBFC,7,3,2,0,60
Galada Power and Telecommunications Ltd.,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/galadapowertelecommunications/GPT,Aluminium & Aluminium Products,5,4,3,0,53
Galaxy Agrico Exports Ltd.,https://www.moneycontrol.com/india/stockpricequote/galaxyagrico/galaxyagricoexports/GAE03,Miscellaneous,2,10,2,0,40
Galaxy Bearings Ltd.,https://www.moneycontrol.com/india/stockpricequote/bearings/galaxybearings/GB,Auto Ancillaries - Bearings,6,1,2,0,69
